train,PlayingDhol,v_PlayingDhol_g12_c02,320
train,PlayingDhol,v_PlayingDhol_g17_c05,302
train,PlayingDhol,v_PlayingDhol_g11_c07,255
train,PlayingDhol,v_PlayingDhol_g16_c03,209
train,PlayingDhol,v_PlayingDhol_g10_c06,427
train,PlayingDhol,v_PlayingDhol_g17_c04,305
train,PlayingDhol,v_PlayingDhol_g19_c05,292
train,PlayingDhol,v_PlayingDhol_g13_c01,256
train,PlayingDhol,v_PlayingDhol_g17_c07,291
train,PlayingDhol,v_PlayingDhol_g17_c02,297
train,PlayingDhol,v_PlayingDhol_g18_c02,182
train,PlayingDhol,v_PlayingDhol_g16_c04,203
train,PlayingDhol,v_PlayingDhol_g11_c05,280
train,PlayingDhol,v_PlayingDhol_g15_c04,186
train,PlayingDhol,v_PlayingDhol_g14_c05,289
train,PlayingDhol,v_PlayingDhol_g18_c04,183
train,PlayingDhol,v_PlayingDhol_g18_c05,176
train,PlayingDhol,v_PlayingDhol_g17_c06,302
train,PlayingDhol,v_PlayingDhol_g14_c03,291
train,PlayingDhol,v_PlayingDhol_g18_c03,199
train,PlayingDhol,v_PlayingDhol_g10_c03,425
train,PlayingDhol,v_PlayingDhol_g14_c07,288
train,PlayingDhol,v_PlayingDhol_g19_c01,294
train,PlayingDhol,v_PlayingDhol_g10_c02,428
train,PlayingDhol,v_PlayingDhol_g14_c04,294
train,PlayingDhol,v_PlayingDhol_g19_c06,305
train,PlayingDhol,v_PlayingDhol_g11_c03,256
train,PlayingDhol,v_PlayingDhol_g16_c02,246
train,SalsaSpin,v_SalsaSpin_g23_c04,168
train,SalsaSpin,v_SalsaSpin_g19_c01,333
train,SalsaSpin,v_SalsaSpin_g17_c02,168
train,SalsaSpin,v_SalsaSpin_g12_c03,200
train,SalsaSpin,v_SalsaSpin_g15_c06,167
train,SalsaSpin,v_SalsaSpin_g14_c03,333
train,SalsaSpin,v_SalsaSpin_g12_c06,200
train,SalsaSpin,v_SalsaSpin_g09_c06,167
train,SalsaSpin,v_SalsaSpin_g09_c04,167
train,SalsaSpin,v_SalsaSpin_g21_c05,200
train,SalsaSpin,v_SalsaSpin_g13_c01,200
train,SalsaSpin,v_SalsaSpin_g25_c04,268
train,SalsaSpin,v_SalsaSpin_g14_c01,333
train,SalsaSpin,v_SalsaSpin_g18_c04,168
train,SalsaSpin,v_SalsaSpin_g09_c01,167
train,SalsaSpin,v_SalsaSpin_g11_c01,167
train,SalsaSpin,v_SalsaSpin_g23_c02,168
train,SalsaSpin,v_SalsaSpin_g15_c03,167
train,SalsaSpin,v_SalsaSpin_g20_c02,167
train,SalsaSpin,v_SalsaSpin_g18_c03,168
train,SalsaSpin,v_SalsaSpin_g10_c05,168
train,SalsaSpin,v_SalsaSpin_g16_c04,333
train,SalsaSpin,v_SalsaSpin_g25_c03,333
train,SalsaSpin,v_SalsaSpin_g22_c05,333
train,SalsaSpin,v_SalsaSpin_g11_c02,167
train,SalsaSpin,v_SalsaSpin_g10_c03,168
train,SalsaSpin,v_SalsaSpin_g19_c02,333
train,SalsaSpin,v_SalsaSpin_g10_c04,168
train,SalsaSpin,v_SalsaSpin_g18_c02,168
train,SalsaSpin,v_SalsaSpin_g12_c01,200
train,SalsaSpin,v_SalsaSpin_g10_c01,168
train,SalsaSpin,v_SalsaSpin_g21_c03,200
train,SalsaSpin,v_SalsaSpin_g14_c05,333
train,SalsaSpin,v_SalsaSpin_g25_c01,333
train,SalsaSpin,v_SalsaSpin_g22_c04,333
train,SalsaSpin,v_SalsaSpin_g24_c01,168
train,SalsaSpin,v_SalsaSpin_g18_c01,168
train,SalsaSpin,v_SalsaSpin_g20_c04,167
train,SalsaSpin,v_SalsaSpin_g17_c01,168
train,SalsaSpin,v_SalsaSpin_g15_c01,167
train,SalsaSpin,v_SalsaSpin_g13_c04,187
train,SalsaSpin,v_SalsaSpin_g13_c03,200
train,SalsaSpin,v_SalsaSpin_g24_c02,168
train,SalsaSpin,v_SalsaSpin_g20_c01,167
train,SalsaSpin,v_SalsaSpin_g16_c03,333
train,SalsaSpin,v_SalsaSpin_g21_c04,200
train,SalsaSpin,v_SalsaSpin_g14_c04,333
train,SalsaSpin,v_SalsaSpin_g08_c05,200
train,SalsaSpin,v_SalsaSpin_g11_c06,167
train,SalsaSpin,v_SalsaSpin_g24_c05,153
train,SalsaSpin,v_SalsaSpin_g12_c02,200
train,SalsaSpin,v_SalsaSpin_g09_c03,167
train,SalsaSpin,v_SalsaSpin_g19_c03,333
train,SalsaSpin,v_SalsaSpin_g08_c04,200
train,SalsaSpin,v_SalsaSpin_g21_c02,200
train,SalsaSpin,v_SalsaSpin_g11_c04,167
train,SalsaSpin,v_SalsaSpin_g12_c05,200
train,SalsaSpin,v_SalsaSpin_g10_c02,168
train,SalsaSpin,v_SalsaSpin_g15_c02,167
train,SalsaSpin,v_SalsaSpin_g16_c01,333
train,SalsaSpin,v_SalsaSpin_g20_c05,167
train,SalsaSpin,v_SalsaSpin_g09_c02,167
train,SalsaSpin,v_SalsaSpin_g23_c03,168
train,SalsaSpin,v_SalsaSpin_g08_c02,200
train,SalsaSpin,v_SalsaSpin_g22_c03,333
train,SalsaSpin,v_SalsaSpin_g15_c04,167
train,SalsaSpin,v_SalsaSpin_g08_c01,200
train,SalsaSpin,v_SalsaSpin_g10_c06,168
train,SalsaSpin,v_SalsaSpin_g09_c05,167
train,SalsaSpin,v_SalsaSpin_g11_c03,167
train,SalsaSpin,v_SalsaSpin_g21_c01,200
train,SalsaSpin,v_SalsaSpin_g17_c03,168
train,SalsaSpin,v_SalsaSpin_g16_c02,333
train,SalsaSpin,v_SalsaSpin_g12_c04,200
train,SalsaSpin,v_SalsaSpin_g11_c05,167
train,SalsaSpin,v_SalsaSpin_g20_c03,167
train,SalsaSpin,v_SalsaSpin_g14_c06,333
train,SalsaSpin,v_SalsaSpin_g24_c03,168
train,SalsaSpin,v_SalsaSpin_g23_c01,168
train,SalsaSpin,v_SalsaSpin_g24_c04,168
train,SalsaSpin,v_SalsaSpin_g25_c02,333
train,SalsaSpin,v_SalsaSpin_g16_c05,333
train,SalsaSpin,v_SalsaSpin_g22_c01,333
train,SalsaSpin,v_SalsaSpin_g17_c04,168
train,SalsaSpin,v_SalsaSpin_g15_c05,167
train,SalsaSpin,v_SalsaSpin_g08_c03,200
train,SalsaSpin,v_SalsaSpin_g14_c02,333
train,SalsaSpin,v_SalsaSpin_g13_c02,200
train,SalsaSpin,v_SalsaSpin_g19_c04,276
train,SalsaSpin,v_SalsaSpin_g22_c02,333
